5.13,公斤 kg ,8mm裸銅線 無氧銅 ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2018,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.57,公斤 kg ,ABS再生塑膠粒,647b0085d1d7d09bb2b6f4f0,宏盛環保科技股份有限公司2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.19,平方公尺 m2 ,AB楞紙箱 3層2浪 ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
16.98,公斤 kg ,H-4100LR 插電感應式水龍頭,647b0085d1d7d09bb2b6f4f0,牧新科技股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
19.41,公斤 kg ,HB-4100LR 電池感應式水龍頭,647b0085d1d7d09bb2b6f4f0,牧新科技股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.531,公斤 kg ,HIPS再生塑膠粒,647b0085d1d7d09bb2b6f4f0,宏盛環保科技股份有限公司2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
695,台,IEC IE3馬達 AEHF系列 4P20HP,647b0085d1d7d09bb2b6f4f0,東元電機股份有限公司2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
7.48,公斤 kg ,L  低碳鋼 級不銹鋼焊接管,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.648,卷,OPP膠帶,647b0085d1d7d09bb2b6f4f0,地球綜合工業股份有限公司2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.385,平方公尺 m2 ,OPP膠帶,647b0085d1d7d09bb2b6f4f0,地球綜合工業股份有限公司2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.97,卷,OPP膠帶 0.043mm * 48mm * 80M ,647b0085d1d7d09bb2b6f4f0,地球綜合工業股份有限公司2020,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.52,卷,OPP膠帶 0.04mm * 48mm * 35M ,647b0085d1d7d09bb2b6f4f0,地球綜合工業股份有限公司2020,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
9.42,公斤 kg ,PC塑膠 聚碳酸酯 -非光氣法;一般級,647b0085d1d7d09bb2b6f4f0,經濟部工業局2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
17.1,平方公尺 m2 ,PET隔熱膜 2017 ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2022,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
9.76,平方公尺 m2 ,PET隔熱膜 2019 ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2022,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
15,公斤 kg ,PE瓶蓋,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
4.78,公斤 kg ,PLA蛋盤 10盒裝 ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.524,公斤 kg ,PP再生塑膠粒,647b0085d1d7d09bb2b6f4f0,宏盛環保科技股份有限公司2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
2.4,公斤 kg ,PVC塑膠管、PVC板,647b0085d1d7d09bb2b6f4f0,行政院環保署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.935,卷,PVC膠帶,647b0085d1d7d09bb2b6f4f0,地球綜合工業股份有限公司2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.62,平方公尺 m2 ,PVC膠帶,647b0085d1d7d09bb2b6f4f0,地球綜合工業股份有限公司2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.28,卷,PVC膠帶 0.13mm * 18mm * 16M ,647b0085d1d7d09bb2b6f4f0,地球綜合工業股份有限公司2020,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.78,卷,PVC膠帶 0.17mm * 48mm * 12M ,647b0085d1d7d09bb2b6f4f0,地球綜合工業股份有限公司2020,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
445,立方公尺 m3 ,R45水泥混凝土,647b0085d1d7d09bb2b6f4f0,公路總局蘇花公路改善工程處2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
2.42,公斤 kg ,SAN塑膠  亦稱AS塑膠 ;一般級,647b0085d1d7d09bb2b6f4f0,經濟部工業局2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
8.39,平方公尺 m2 ,T-12型熱敏CTP版 含顯影劑  ,647b0085d1d7d09bb2b6f4f0,太普高精密影像股份有限公司2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
650,個,Yacht 70W LED 路燈,647b0085d1d7d09bb2b6f4f0,堤維西交通工業股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
6.18,公斤 kg ,乙二胺,647b0085d1d7d09bb2b6f4f0,經濟部工業局2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
4.34,公斤 kg ,乙二酸 草酸 ,647b0085d1d7d09bb2b6f4f0,經濟部工業局2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.81,公斤 kg ,乙二醇,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2022,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.91,公斤 kg ,乙二醇丁醚,647b0085d1d7d09bb2b6f4f0,經濟部工業局2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
6.08,公斤 kg ,乙炔,647b0085d1d7d09bb2b6f4f0,行政院環保署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
2.37,公斤 kg ,乙苯,647b0085d1d7d09bb2b6f4f0,經濟部工業局2018,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.75,公斤 kg ,乙烯,647b0085d1d7d09bb2b6f4f0,行政院環保署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.88,公斤 kg ,乙烯 2012 ,647b0085d1d7d09bb2b6f4f0,行政院環保署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
6.19,公斤 kg ,乙烯-乙烯醇共聚物,647b0085d1d7d09bb2b6f4f0,行政院環保署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
2.89,公斤 kg ,乙烯丙烯橡膠,647b0085d1d7d09bb2b6f4f0,經濟部工業局2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.27,公斤 kg ,乙烯醋酸乙烯酯共聚物 EVA ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
2.57,公斤 kg ,乙醇,647b0085d1d7d09bb2b6f4f0,經濟部工業局2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.84,公斤 kg ,乙醇胺,647b0085d1d7d09bb2b6f4f0,行政院環保署2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.88,公斤 kg ,丁二烯 2012 ,647b0085d1d7d09bb2b6f4f0,行政院環保署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.75,公斤 kg ,丁二烯 2013 ,647b0085d1d7d09bb2b6f4f0,行政院環保署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
6.29,公斤 kg ,丁二醇,647b0085d1d7d09bb2b6f4f0,經濟部工業局2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.47,公斤 kg ,丁腈橡膠,647b0085d1d7d09bb2b6f4f0,經濟部工業局2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.04,公斤 kg ,丁腈橡膠,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.139,雙,丁腈橡膠 NBR 手套,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
4.87,公斤 kg ,七星鱸,647b0085d1d7d09bb2b6f4f0,衛生福利部食品藥物管理署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
2.28,公斤 kg ,二甲醚,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
4.28,公斤 kg ,二氧化鈦  非食品級 ,647b0085d1d7d09bb2b6f4f0,經濟部工業局2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
277,個,人孔大小頭 內徑1200mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
393,個,人孔大小頭 內徑1500mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
575,個,人孔大小頭 內徑1800mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
554,個,人孔底座 內徑1200mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1120,個,人孔底座 內徑1500mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
2090,個,人孔底座 內徑1800mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
452,個,人孔短管 長度120cm;內徑1200mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
669,個,人孔短管 長度120cm;內徑1500mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
957,個,人孔短管 長度120cm;內徑1800mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
111,個,人孔短管 長度30cm;內徑1200mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
164,個,人孔短管 長度30cm;內徑1500mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
248,個,人孔短管 長度30cm;內徑1800mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
333,個,人孔短管 長度60cm;內徑1500mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
501,個,人孔短管 長度60cm;內徑1800mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
338,個,人孔短管 長度90cm;內徑1200mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
501,個,人孔短管 長度90cm;內徑1500mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
755,個,人孔短管 長度90cm;內徑1800mm ,647b0085d1d7d09bb2b6f4f0,內政部營建署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
8.05,件,人身保險服務,647b0085d1d7d09bb2b6f4f0,南山人壽保險股份有限公司2020,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
584,袋,人造螢石 太空袋裝 ,647b0085d1d7d09bb2b6f4f0,中聯資源股份有限公司2022,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.13,包,刀削麵,647b0085d1d7d09bb2b6f4f0,合進商行關廟廠、臺南市政府環境保護局2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.964,公斤 kg ,卜特蘭水泥 Ⅱ型 ,647b0085d1d7d09bb2b6f4f0,公路總局西部濱海公路南區臨時工程處2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.981,公斤 kg ,卜特蘭水泥 Ⅱ型 ,647b0085d1d7d09bb2b6f4f0,公路總局西部濱海公路南區臨時工程處2020,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.94,公斤 kg ,卜特蘭水泥 乾式 ,647b0085d1d7d09bb2b6f4f0,行政院環保署2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
573,袋,卜特蘭高爐爐碴水泥 太空袋裝 ,647b0085d1d7d09bb2b6f4f0,中聯資源股份有限公司2022,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
604,公噸 mt ,卜特蘭高爐爐碴水泥 散裝 ,647b0085d1d7d09bb2b6f4f0,中聯資源股份有限公司2022,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
517,公噸 mt ,卜特蘭高爐爐碴水泥;太空包裝,647b0085d1d7d09bb2b6f4f0,中聯資源股份有限公司2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
513,公噸 mt ,卜特蘭高爐爐碴水泥;散裝,647b0085d1d7d09bb2b6f4f0,中聯資源股份有限公司2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.87,公斤 kg ,三聚氰胺樹脂,647b0085d1d7d09bb2b6f4f0,經濟部工業局2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1,瓶,大豆沙拉油 0.6L ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
30,桶,大豆沙拉油 18L ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
32,桶,大豆沙拉油 19.56L ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.7,瓶,大豆沙拉油 1L ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
4.5,瓶,大豆沙拉油 2.6L ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.4,瓶,大豆沙拉油 2L ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
5,瓶,大豆沙拉油 3L ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2019,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.895,瓶,大豆沙拉油;0.6 L,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
30.4,桶,大豆沙拉油;18 kg,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
27.7,桶,大豆沙拉油;18 L,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.07,瓶,大豆沙拉油;2 L,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.87,瓶,大豆沙拉油;2.6 L,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
4.45,瓶,大豆沙拉油;3 L,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、台灣糖業股份有限公司小港廠2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.8,捲,大捲筒衛生紙,647b0085d1d7d09bb2b6f4f0,正大造紙廠股份有限公司2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.72,公斤 kg ,小麥粉,647b0085d1d7d09bb2b6f4f0,行政院環保署2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
5.5,包,山穀米 台梗4號 ,647b0085d1d7d09bb2b6f4f0,東里碾米工廠2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.000102,公斤 kg ,工業用水 韓國;1998 ,647b0085d1d7d09bb2b6f4f0,韓國環境工業與技術協會 KEITI 2018,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.39,公斤 kg ,己內醯胺,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
4.01,公斤 kg ,不飽和聚酯樹脂,647b0085d1d7d09bb2b6f4f0,經濟部工業局2014,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.75,公斤 kg ,不銹鋼焊接管,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2016,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
7.87,公斤 kg ,不鏽鋼三層牆角架5327S ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
5.23,公斤 kg ,不鏽鋼掛式砧板刀架6554S ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
7.53,公斤 kg ,不鏽鋼置物毛巾架-單管9310S ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
10.19,公斤 kg ,不鏽鋼置物毛巾架-雙管9322S ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
10.3,公斤 kg ,不鏽鋼廚用雙層置物架3230S ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.42,公斤 kg ,不鏽鋼盤元 不含酸洗與退火加工製程 ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.7,公斤 kg ,不鏽鋼盤元 含酸洗與退火加工製程 ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
2.53,公斤 kg ,不鏽鋼衛生紙架-抽取式9307S,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
3.33,公斤 kg ,不鏽鋼牆角架 大 9020S ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
5.76,公斤 kg ,不鏽鋼雙層牆角架5326S ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
6.48,公斤 kg ,不鏽鋼雙層牆角架9022HS ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
7.47,公斤 kg ,不鏽鋼雙層牆角架含底座9239S ,647b0085d1d7d09bb2b6f4f0,行政院環境保護署、朝盟股份有限公司2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.12,公斤 kg ,中密度纖維板MDF,647b0085d1d7d09bb2b6f4f0,經濟部工業局2015,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.0784,延人公里 pkm ,公車運輸服務-乙類市區公車,647b0085d1d7d09bb2b6f4f0,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.0575,延人公里 pkm ,公車運輸服務-低地板甲類市區公車,647b0085d1d7d09bb2b6f4f0,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
0.0767,延人公里 pkm ,公車運輸服務-普通甲類市區公車,647b0085d1d7d09bb2b6f4f0,府城汽車客運股份有限公司、興南汽車客運股份有限公司、新營汽車客運股份有限公司、臺南市政府環境保護局、臺南市政府交通局2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
1.59,公斤 kg ,化學熱磨機械紙漿,647b0085d1d7d09bb2b6f4f0,經濟部工業局2018,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
12.9,公斤 kg ,反應性黑色紡織染料 適用於印花染色;紙箱包裝 ,647b0085d1d7d09bb2b6f4f0,臺灣永光化學工業股份有限公司2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
14.5,公斤 kg ,反應性黑色紡織染料 適用於浸染、連續染色&冷壓染色;紙箱包裝 ,647b0085d1d7d09bb2b6f4f0,臺灣永光化學工業股份有限公司2017,6487b4a9597d13b8a4a661a3,2023/7/17,本系統未曾,國內資料
